"","X","id","DateTime","lat","lon","qi","sigmam2"
"345",345,45514,2020-10-26 14:57:59,-45.77258,170.59544,3,489.914545838016
"346",346,45514,2020-10-26 17:57:52,-45.77372,170.59284,6,830.663604485361
"347",347,45514,2020-10-26 20:57:55,-45.77366,170.60308,6,919.552319014715
"348",348,45514,2020-10-26 23:57:57,-45.77276,170.60268,8,936.726371085562
"349",349,45514,2020-10-27 02:57:50,-45.77312,170.59703,7,840.747700340516
"350",350,45514,2020-10-27 03:57:56,-45.77451,170.60078,4,814.136705790944
"351",351,45514,2020-10-27 05:57:53,-45.77305,170.59652,6,470.133587519206
"352",352,45514,2020-10-27 08:57:54,-45.7726,170.59664,6,147.121771924905
"353",353,45514,2020-10-27 11:57:52,-45.77282,170.59666,6,724.88550438627
"354",354,45514,2020-10-27 14:57:49,-45.77251,170.59676,8,1348.27360760669
"355",355,45514,2020-10-27 17:57:54,-45.77152,170.59092,5,1206.38694954201
"356",356,45514,2020-10-27 20:57:47,-45.77274,170.60262,7,580.651314409247
"357",357,45514,2020-10-28 02:57:53,-45.7731,170.59744,3,761.945278218717
"358",358,45514,2020-10-28 03:57:51,-45.77394,170.59525,6,761.945278218717
"359",359,45514,2020-10-28 05:57:53,-45.77352,170.5976,6,93.7484966374674
"360",360,45514,2020-10-28 08:57:51,-45.77325,170.59574,5,92.0479691542037
"361",361,45514,2020-10-28 11:57:45,-45.77322,170.59601,8,97.0943442553559
"362",362,45514,2020-10-28 14:57:45,-45.77324,170.59598,7,187.326804204707
"363",363,45514,2020-10-28 17:57:51,-45.77512,170.59489,5,193.352291609562
"364",364,45514,2020-10-28 23:57:49,-45.7727,170.59661,5,243.490055957257
"365",365,45514,2020-10-29 02:57:48,-45.77217,170.59496,6,342.807185453512
"366",366,45514,2020-10-29 03:57:43,-45.77272,170.59761,6,387.542354900013
"367",367,45514,2020-10-29 05:57:49,-45.77247,170.59383,5,441.57855007297
"368",368,45514,2020-10-29 08:57:49,-45.7729,170.59779,3,346.684399041223
"369",369,45514,2020-10-29 11:57:48,-45.77307,170.59859,5,202.621797197018
"370",370,45514,2020-10-29 14:57:47,-45.77309,170.59786,5,248.265640755533
"371",371,45514,2020-10-29 20:57:46,-45.77301,170.5959,5,437.461790408409
"372",372,45514,2020-10-29 23:57:40,-45.77364,170.60046,7,404.214870834807
"373",373,45514,2020-10-30 02:57:44,-45.77266,170.60072,5,404.214870834807
"374",374,45514,2020-10-30 03:57:39,-45.77277,170.59717,6,355.413295318241
"375",375,45514,2020-10-30 05:57:41,-45.77273,170.59971,7,129.068842791284
"376",376,45514,2020-10-30 08:57:38,-45.77306,170.59767,7,154.078901667393
"377",377,45514,2020-10-30 11:57:43,-45.77296,170.59439,7,154.078901667393
"378",378,45514,2020-10-30 14:57:43,-45.77292,170.59421,6,174.031820765036
"379",379,45514,2020-10-30 17:57:42,-45.77329,170.59242,5,339.714884494056
"380",380,45514,2020-10-30 20:57:39,-45.77343,170.59921,6,462.048729024836
"381",381,45514,2020-10-30 23:57:42,-45.77308,170.59813,6,700.829230941024
"382",382,45514,2020-10-31 03:57:42,-45.77292,170.59821,4,769.526786824349
"383",383,45514,2020-10-31 05:57:40,-45.77288,170.59499,5,1446.34319612413
"384",384,45514,2020-10-31 08:57:36,-45.77486,170.60298,7,1446.34319612413
"385",385,45514,2020-10-31 11:57:38,-45.77267,170.59768,7,2525.17990011976
"386",386,45514,2020-10-31 14:57:37,-45.7726,170.59764,7,8023.93316007225
"387",387,45514,2020-10-31 20:57:40,-45.78663,170.57494,3,7927.24461175813
"388",388,45514,2020-10-31 23:57:39,-45.7733,170.59853,4,3730.51430277872
"389",389,45514,2020-11-01 02:57:38,-45.77343,170.59642,5,2453.16926039748
"390",390,45514,2020-11-01 03:57:36,-45.77232,170.59622,7,2453.16926039748
"391",391,45514,2020-11-01 05:57:38,-45.76709,170.60695,4,2453.16926039748
"392",392,45514,2020-11-01 08:57:37,-45.77528,170.60183,5,939.950916079049
"393",393,45514,2020-11-01 11:57:30,-45.77282,170.59919,8,197.508297706315
"394",394,45514,2020-11-01 14:57:30,-45.77219,170.5981,7,243.535063760947
"395",395,45514,2020-11-01 20:57:35,-45.77256,170.59341,6,243.535063760947
"396",396,45514,2020-11-01 23:57:34,-45.77278,170.59799,5,255.941529837821
"397",397,45514,2020-11-02 02:57:34,-45.7732,170.59791,3,523.243748755504
"398",398,45514,2020-11-02 03:57:34,-45.7736,170.59385,5,495.272555786748
"399",399,45514,2020-11-02 05:57:33,-45.77344,170.59731,5,692.807504873152
"400",400,45514,2020-11-02 08:57:33,-45.77266,170.59786,5,639.327021741272
"401",401,45514,2020-11-02 11:57:26,-45.7721,170.5981,8,705.15880174933
"402",402,45514,2020-11-02 14:57:31,-45.77493,170.603,7,1076.37597452781
"403",403,45514,2020-11-02 17:57:32,-45.77212,170.5948,3,1076.37597452781
"404",404,45514,2020-11-02 20:57:29,-45.77261,170.59972,7,631.451614229159
"405",405,45514,2020-11-02 23:57:31,-45.77276,170.5982,7,212.548235115089
"406",406,45514,2020-11-03 02:57:31,-45.77318,170.59747,3,236.473751458822
"407",407,45514,2020-11-03 03:57:29,-45.77305,170.59638,5,308.850431179229
"408",408,45514,2020-11-03 05:57:30,-45.77082,170.59921,4,308.850431179229
"409",409,45514,2020-11-03 08:57:24,-45.7727,170.59759,7,389.928676650628
"410",410,45514,2020-11-03 11:57:23,-45.77266,170.59758,7,1093.28544569833
"411",411,45514,2020-11-03 14:57:26,-45.77478,170.60325,5,1489.65277141038
"412",412,45514,2020-11-03 17:57:28,-45.77441,170.59535,6,1296.05332499801
"413",413,45514,2020-11-03 20:57:28,-45.77256,170.59793,5,1565.66827977249
"414",414,45514,2020-11-03 23:57:27,-45.78002,170.60012,3,1448.17689102454
"415",415,45514,2020-11-04 03:57:27,-45.77373,170.59946,3,507.053901397406
"416",416,45514,2020-11-04 05:57:25,-45.77369,170.59698,5,64.2193656463238
"417",417,45514,2020-11-04 08:57:19,-45.7717,170.59711,7,118.538167782141
"418",418,45514,2020-11-04 11:57:20,-45.77163,170.59706,6,118.538167782141
"419",419,45514,2020-11-04 14:57:18,-45.77265,170.59821,8,610.909943378096
"420",420,45514,2020-11-04 17:57:22,-45.77485,170.59721,5,700.437436062251
"421",421,45514,2020-11-04 23:57:23,-45.77114,170.59824,5,700.437436062251
"422",422,45514,2020-11-05 02:57:22,-45.7733,170.59668,6,1293.2248752128
"423",423,45514,2020-11-05 03:57:22,-45.77033,170.59115,4,708.25923209014
"424",424,45514,2020-11-05 05:57:21,-45.7718,170.59648,6,297.34504346654
"425",425,45514,2020-11-05 08:57:22,-45.77472,170.60396,5,297.34504346654
"426",426,45514,2020-11-05 11:57:21,-45.77497,170.60297,5,297.34504346654
"427",427,45514,2020-11-05 14:57:21,-45.77491,170.60299,5,480.596492001118
"428",428,45514,2020-11-05 17:57:21,-45.77175,170.59682,5,201.720847011619
"429",429,45514,2020-11-05 20:57:14,-45.77234,170.59783,8,54.0762139603512
"430",430,45514,2020-11-05 23:57:13,-45.77275,170.59595,8,54.0762139603512
"431",431,45514,2020-11-06 02:57:19,-45.77301,170.59717,4,105.678306394121
"432",432,45514,2020-11-06 03:57:19,-45.77364,170.59775,8,297.275655793944
"433",433,45514,2020-11-06 05:57:19,-45.7732,170.59643,6,349.929702252673
"434",434,45514,2020-11-06 08:57:17,-45.77488,170.60286,8,349.929702252673
"435",435,45514,2020-11-06 11:57:12,-45.77496,170.60301,6,355.807508128868
"436",436,45514,2020-11-06 14:57:16,-45.77249,170.59821,6,278.896844654238
"437",437,45514,2020-11-06 17:57:10,-45.77236,170.59936,7,236.730030714564
"438",438,45514,2020-11-06 23:57:15,-45.77258,170.59804,6,252.247546551404
"439",439,45514,2020-11-07 02:57:13,-45.77028,170.59649,4,206.793730858531
"440",440,45514,2020-11-07 03:57:18,-45.7719,170.59744,6,206.793730858531
"441",441,45514,2020-11-07 05:57:15,-45.77246,170.59925,3,648.880354972445
"442",442,45514,2020-11-07 08:57:10,-45.77319,170.59753,8,1505.7863494284
"443",443,45514,2020-11-07 11:57:14,-45.76594,170.59906,3,1505.7863494284
"444",444,45514,2020-11-07 14:57:13,-45.77282,170.5976,4,1505.7863494284
"445",445,45514,2020-11-07 17:57:13,-45.77314,170.59262,6,1016.24438522057
"446",446,45514,2020-11-07 23:57:12,-45.77338,170.5966,4,16.7890971771969
"447",447,45514,2020-11-08 05:57:11,-45.77368,170.5978,3,16.7890971771969
"448",448,45514,2020-11-08 08:57:08,-45.77265,170.5975,6,16.7890971771969
"449",449,45514,2020-11-08 11:57:04,-45.77277,170.59766,7,145.317029906121
"450",450,45514,2020-11-08 14:57:07,-45.77269,170.59785,4,383.624356965181
"451",451,45514,2020-11-08 17:57:09,-45.77221,170.60236,4,383.624356965181
"452",452,45514,2020-11-08 20:57:08,-45.77391,170.5982,4,383.624356965181
"453",453,45514,2020-11-08 23:57:08,-45.77144,170.59784,5,244.431633710707
"454",454,45514,2020-11-09 02:57:08,-45.77306,170.59741,6,5.52775172387168e-05
"455",455,45514,2020-11-09 03:57:07,-45.77326,170.59716,4,5.52775172387168e-05
"456",456,45514,2020-11-09 08:57:05,-45.7728,170.59737,5,5.52775172387168e-05
"457",457,45514,2020-11-09 11:57:00,-45.77272,170.59751,7,102.299766414097
"458",458,45514,2020-11-09 14:57:06,-45.77256,170.59764,6,269.295280207459
"459",459,45514,2020-11-09 17:57:06,-45.77183,170.60174,4,269.295280207459
"460",460,45514,2020-11-09 20:57:05,-45.77368,170.59796,5,123.858999420782
"461",461,45514,2020-11-09 23:57:05,-45.77244,170.59811,3,102.569669580936
"462",462,45514,2020-11-10 02:57:03,-45.77285,170.5973,5,102.569669580936
"463",463,45514,2020-11-10 03:57:04,-45.77343,170.59706,4,94.2845484450898
"464",464,45514,2020-11-10 08:56:58,-45.77267,170.59981,6,262.916443940562
"465",465,45514,2020-11-10 11:57:01,-45.77502,170.60307,6,262.916443940562
"466",466,45514,2020-11-10 17:57:02,-45.77298,170.59712,3,247.67244087679
"467",467,45514,2020-11-10 20:57:01,-45.77348,170.59648,5,647.241266691541
"468",468,45514,2020-11-11 02:57:00,-45.77257,170.59427,6,956.502560704474
"469",469,45514,2020-11-11 03:56:58,-45.77405,170.60001,5,514.428187753691
"470",470,45514,2020-11-11 08:56:54,-45.77188,170.59781,6,48.1783537313538
"471",471,45514,2020-11-11 11:56:54,-45.7717,170.5994,5,42.973840365765
"472",472,45514,2020-11-11 14:56:52,-45.77192,170.59776,7,44.9508494176692
"473",473,45514,2020-11-11 17:56:58,-45.77178,170.59771,5,27.5661980301488
"474",474,45514,2020-11-11 20:56:55,-45.77188,170.59707,6,27.7970209481081
"475",475,45514,2020-11-11 23:56:57,-45.77334,170.59739,3,35.13131730576
"476",476,45514,2020-11-12 02:56:56,-45.77299,170.59713,4,35.13131730576
"477",477,45514,2020-11-12 03:56:54,-45.77314,170.59759,5,27.7165557249716
"478",478,45514,2020-11-12 05:56:56,-45.77169,170.59793,5,17.2353373996086
"479",479,45514,2020-11-12 08:56:55,-45.77177,170.59804,4,27.1176365648204
"480",480,45514,2020-11-12 11:56:50,-45.77198,170.59781,6,52.3576104918408
"481",481,45514,2020-11-12 14:56:53,-45.77172,170.59766,5,48.0682074792976
"482",482,45514,2020-11-12 17:56:54,-45.77287,170.59587,5,48.0682074792976
"483",483,45514,2020-11-12 23:56:53,-45.77337,170.59641,4,411.786081284219
"484",484,45514,2020-11-13 02:56:53,-45.77508,170.59449,4,672.636654529966
"485",485,45514,2020-11-13 03:56:53,-45.77229,170.59797,3,323.597219258528
"486",486,45514,2020-11-13 08:56:45,-45.77192,170.59778,6,68.0638606840035
"487",487,45514,2020-11-13 11:56:45,-45.77193,170.59778,7,85.6797243355389
"488",488,45514,2020-11-13 14:56:46,-45.77191,170.59784,7,102.305514612533
"489",489,45514,2020-11-13 17:56:44,-45.77442,170.5962,6,134.570269687006
"490",490,45514,2020-11-13 20:56:49,-45.77443,170.59757,4,163.322653797401
"491",491,45514,2020-11-13 23:56:49,-45.77256,170.59788,6,168.967242818504
"492",492,45514,2020-11-14 02:56:49,-45.77262,170.59763,6,187.152115838229
"493",493,45514,2020-11-14 03:56:49,-45.7736,170.59488,6,327.204242563577
"494",494,45514,2020-11-14 05:56:49,-45.77443,170.5955,4,367.927570435445
"495",495,45514,2020-11-14 08:56:48,-45.77341,170.59263,5,566.832019503239
"496",496,45514,2020-11-14 14:56:47,-45.7731,170.5966,4,1273.87247120817
"497",497,45514,2020-11-14 17:56:47,-45.76679,170.59891,3,1307.78653368114
"498",498,45514,2020-11-14 20:56:42,-45.77358,170.5963,6,744.223089634604
"499",499,45514,2020-11-14 23:56:46,-45.77158,170.59859,4,646.275277229313
"500",500,45514,2020-11-15 03:56:45,-45.77252,170.59801,5,646.275277229313
"501",501,45514,2020-11-15 05:56:45,-45.77262,170.59304,4,400.293237972548
"502",502,45514,2020-11-15 08:56:38,-45.77239,170.59757,7,157.307036582353
"503",503,45514,2020-11-15 11:56:42,-45.77346,170.59661,6,62.5639683634261
"504",504,45514,2020-11-15 14:56:41,-45.77339,170.59676,7,52.6706868902214
"505",505,45514,2020-11-15 17:56:43,-45.77233,170.59913,5,56.763901278945
"506",506,45514,2020-11-16 02:56:41,-45.77295,170.59682,6,21.6376135332449
"507",507,45514,2020-11-16 03:56:41,-45.77308,170.59752,4,20.4524846562229
"508",508,45514,2020-11-16 05:56:41,-45.77187,170.59852,5,20.4524846562229
"509",509,45514,2020-11-16 08:56:36,-45.77215,170.59862,6,5.52775172387168e-05
"510",510,45514,2020-11-16 11:56:34,-45.77219,170.59851,7,5.52775172387168e-05
"511",511,45514,2020-11-16 14:56:40,-45.77213,170.5985,7,5.52775172387168e-05
"512",512,45514,2020-11-16 17:56:39,-45.77235,170.59796,5,5.52775172387168e-05
"513",513,45514,2020-11-16 20:56:39,-45.77294,170.59697,4,21.9567395412578
"514",514,45514,2020-11-16 23:56:38,-45.77339,170.59506,5,55.3491842004002
"515",515,45514,2020-11-17 02:56:32,-45.77217,170.59442,7,46.135355927815
"516",516,45514,2020-11-17 03:56:38,-45.7733,170.59421,3,12.7429112686726
"517",517,45514,2020-11-17 05:56:32,-45.77369,170.59422,7,1.84414473300084
"518",518,45514,2020-11-17 08:56:32,-45.77326,170.5949,6,1.84414473300084
"519",519,45514,2020-11-17 11:56:31,-45.7734,170.595,6,97.8041652571093
"520",520,45514,2020-11-17 14:56:30,-45.77327,170.59439,7,285.179209904626
"521",521,45514,2020-11-17 17:56:33,-45.77266,170.59976,4,262.824250720903
"522",522,45514,2020-11-17 20:56:35,-45.77198,170.59838,3,241.143785541407
"523",523,45514,2020-11-18 02:56:34,-45.77498,170.59606,3,191.627732630237
"524",524,45514,2020-11-18 03:56:34,-45.77343,170.5966,5,200.400292148207
"525",525,45514,2020-11-18 05:56:33,-45.77219,170.59877,6,183.578703307766
"526",526,45514,2020-11-18 11:56:26,-45.77354,170.59679,5,162.042037394643
"527",527,45514,2020-11-18 14:56:28,-45.77343,170.59649,6,1309.03166863491
"528",528,45514,2020-11-18 17:56:31,-45.77481,170.60305,5,1323.19077217263
"529",529,45514,2020-11-18 23:56:27,-45.77419,170.59672,5,1217.95450438815
"530",530,45514,2020-11-19 03:56:30,-45.77298,170.5982,3,3369.34547394068
"531",531,45514,2020-11-19 05:56:32,-45.77277,170.61342,5,3616.81971607309
"532",532,45514,2020-11-19 08:56:27,-45.77257,170.59955,6,1359.01347257221
"533",533,45514,2020-11-19 11:56:29,-45.77299,170.59984,4,120.685441787221
"534",534,45514,2020-11-19 14:56:29,-45.77232,170.6,5,131.122151498931
"535",535,45514,2020-11-19 17:56:25,-45.77383,170.59824,5,114.3974105231
"536",536,45514,2020-11-19 20:56:26,-45.77254,170.6001,4,114.3974105231
"537",537,45514,2020-11-20 03:56:20,-45.7727,170.59753,7,71.1110676514653
"538",538,45514,2020-11-20 05:56:21,-45.77192,170.59812,7,7.96525453517966
"539",539,45514,2020-11-20 08:56:25,-45.77194,170.59788,5,9.74345340078701
"540",540,45514,2020-11-20 11:56:20,-45.77198,170.5982,5,7.69846085910723
"541",541,45514,2020-11-20 14:56:25,-45.77194,170.5983,6,6.44418754957878
"542",542,45514,2020-11-20 17:56:18,-45.7728,170.5972,6,11.0509350482982
"543",543,45514,2020-11-20 23:56:23,-45.77403,170.5975,5,1165.30153293406
"544",544,45514,2020-11-21 02:56:23,-45.7734,170.59787,5,2736.67233857579
"545",545,45514,2020-11-21 03:56:23,-45.77703,170.60689,3,2736.67233857579
"546",546,45514,2020-11-21 11:56:22,-45.77188,170.59744,3,1287.16743502995
"547",547,45514,2020-11-21 17:56:20,-45.77298,170.59845,7,317.074272625534
"548",548,45514,2020-11-21 20:56:20,-45.77278,170.59662,3,328.174174353473
"549",549,45514,2020-11-21 23:56:19,-45.77398,170.59415,5,277.164241723404
"550",550,45514,2020-11-22 02:56:16,-45.77179,170.59747,5,336.232705494012
"551",551,45514,2020-11-22 03:56:19,-45.77369,170.59764,5,204.280341194442
"552",552,45514,2020-11-22 08:56:18,-45.77287,170.59771,7,135.499838923866
"553",553,45514,2020-11-22 11:56:16,-45.77326,170.59778,6,135.499838923866
"554",554,45514,2020-11-22 14:56:15,-45.77262,170.59808,5,135.541978499772
"555",555,45514,2020-11-22 17:56:15,-45.77265,170.59786,5,465.433145413895
"556",556,45514,2020-11-22 20:56:16,-45.77506,170.60437,5,333.107065423814
"557",557,45514,2020-11-23 02:56:15,-45.77376,170.59803,6,28.1165035316569
"558",558,45514,2020-11-23 03:56:14,-45.77428,170.59771,6,26.6197244072595
"559",559,45514,2020-11-23 05:56:08,-45.77343,170.59786,7,20.6523124386211
"560",560,45514,2020-11-23 08:56:14,-45.77209,170.59906,5,20.6523124386211
"561",561,45514,2020-11-23 11:56:07,-45.77214,170.59806,7,21.062383389158
"562",562,45514,2020-11-23 14:56:08,-45.77209,170.59808,6,828.484696276182
"563",563,45514,2020-11-23 17:56:13,-45.77311,170.59684,4,2177.84282592321
"564",564,45514,2020-11-23 20:56:13,-45.77044,170.61074,3,2177.84282592321
"565",565,45514,2020-11-24 03:56:12,-45.77313,170.5954,5,2177.84282592321
"566",566,45514,2020-11-24 05:56:05,-45.77189,170.59791,7,1372.77659973943
"567",567,45514,2020-11-24 08:56:08,-45.77255,170.59735,6,120.249261187149
"568",568,45514,2020-11-24 11:56:07,-45.77278,170.59764,7,120.249261187149
"569",569,45514,2020-11-24 14:56:10,-45.77276,170.59758,5,156.774540124902
"570",570,45514,2020-11-24 17:56:08,-45.77314,170.59598,5,366.38616553242
"571",571,45514,2020-11-24 20:56:06,-45.77061,170.60113,3,241.767676925274
"572",572,45514,2020-11-24 23:56:02,-45.77281,170.59888,7,40.5727677846766
"573",573,45514,2020-11-25 05:56:04,-45.77352,170.59789,6,48.1557830704289
"574",574,45514,2020-11-25 08:56:07,-45.7732,170.59615,3,48.1557830704289
"575",575,45514,2020-11-25 11:56:06,-45.77323,170.59606,5,40.7556595240655
"576",576,45514,2020-11-25 14:56:00,-45.77436,170.59733,6,712.805341833836
"577",577,45514,2020-11-25 17:56:04,-45.7729,170.59807,4,2398.28920986782
"578",578,45514,2020-11-25 20:56:05,-45.77608,170.58252,4,1769.26232859729
"579",579,45514,2020-11-26 03:56:03,-45.77367,170.59774,4,1769.26232859729
"580",580,45514,2020-11-26 05:56:04,-45.77127,170.60075,4,1769.26232859729
"581",581,45514,2020-11-26 08:56:02,-45.77297,170.59821,5,75.7811242256633
"582",582,45514,2020-11-26 11:55:56,-45.77311,170.59806,5,54.798992894568
"583",583,45514,2020-11-26 14:56:02,-45.77315,170.59797,3,65.2068362755291
"584",584,45514,2020-11-26 17:56:02,-45.77341,170.59681,4,69.4166860243726
"585",585,45514,2020-11-26 20:55:56,-45.77222,170.59862,5,64.5987291852291
"586",586,45514,2020-11-26 23:56:00,-45.77299,170.59766,6,64.5987291852291
"587",587,45514,2020-11-27 02:56:00,-45.7728,170.59846,4,53.9745264302968
"588",588,45514,2020-11-27 05:56:00,-45.77366,170.59767,7,22.0436832938883
"589",589,45514,2020-11-27 11:55:58,-45.77286,170.59798,4,488.132967072892
"590",590,45514,2020-11-27 14:55:53,-45.77268,170.59763,6,1739.25189602848
"591",591,45514,2020-11-27 17:55:59,-45.76893,170.60957,3,1636.02240982494
"592",592,45514,2020-11-27 20:55:51,-45.77262,170.59991,6,510.544184201354
"593",593,45514,2020-11-27 23:55:53,-45.77339,170.59643,7,273.749863220796
"594",594,45514,2020-11-28 03:55:56,-45.77435,170.59753,6,246.267351591435
"595",595,45514,2020-11-28 05:55:54,-45.77162,170.59759,8,191.38552584336
"596",596,45514,2020-11-28 17:55:48,-45.77264,170.59979,6,234.612830847857
"597",597,45514,2020-11-29 03:55:47,-45.77341,170.59644,6,267.196085571661
"598",598,45514,2020-11-29 05:55:52,-45.77409,170.59793,4,251.162468774528
"599",599,45514,2020-11-29 08:55:52,-45.77337,170.5963,4,264.550133167622
"600",600,45514,2020-11-29 11:55:51,-45.77508,170.60096,4,228.692224275822
"601",601,45514,2020-11-29 14:55:51,-45.77491,170.59802,4,241.442141973149
"602",602,45514,2020-11-29 17:55:50,-45.77365,170.59596,6,184.004793780637
"603",603,45514,2020-11-29 20:55:50,-45.77297,170.59805,3,124.185370594416
"604",604,45514,2020-11-30 05:55:45,-45.77332,170.59493,7,131.075807954739
"605",605,45514,2020-11-30 08:55:47,-45.77265,170.59789,7,59.4708748300001
"606",606,45514,2020-11-30 11:55:47,-45.7727,170.59783,6,37.1441589818731
"607",607,45514,2020-11-30 14:55:47,-45.77232,170.59836,4,32.9186993430138
"608",608,45514,2020-11-30 17:55:46,-45.77392,170.59842,5,31.8875335919923
"609",609,45514,2020-11-30 23:55:45,-45.77383,170.59654,4,48.3926756558189
"610",610,45514,2020-12-01 02:55:44,-45.77339,170.59639,6,36.0201888640329
"611",611,45514,2020-12-01 03:55:44,-45.77294,170.59651,5,152.999761310851
"612",612,45514,2020-12-01 08:55:39,-45.77491,170.60296,6,162.478257000034
"613",613,45514,2020-12-01 11:55:37,-45.77519,170.60399,7,166.284985818821
"614",614,45514,2020-12-01 14:55:43,-45.77517,170.60359,5,433.447074770505
"615",615,45514,2020-12-01 17:55:38,-45.7747,170.59551,6,485.098160260746
"616",616,45514,2020-12-01 20:55:42,-45.77283,170.59796,3,485.098160260746
"617",617,45514,2020-12-01 23:55:42,-45.77488,170.59774,4,292.216944719383
"618",618,45514,2020-12-02 03:55:41,-45.77345,170.59641,3,7.26718899270013
"619",619,45514,2020-12-02 05:55:41,-45.77355,170.59684,5,7.26718899270013
"620",620,45514,2020-12-02 08:55:34,-45.77267,170.5974,7,7.26718899270013
"621",621,45514,2020-12-02 11:55:39,-45.77264,170.59751,4,1132.93474610051
"622",622,45514,2020-12-02 17:55:39,-45.77272,170.59767,5,2178.37235746027
"623",623,45514,2020-12-02 20:55:37,-45.77992,170.60924,3,2178.37235746027
"624",624,45514,2020-12-02 23:55:39,-45.78178,170.60232,3,1987.82779241871
"625",625,45514,2020-12-03 02:55:38,-45.77321,170.59737,6,1705.41090890393
"626",626,45514,2020-12-03 03:55:36,-45.77336,170.59765,4,1347.34244128452
"627",627,45514,2020-12-03 11:55:30,-45.77338,170.59572,6,1320.65883723741
"628",628,45514,2020-12-03 14:55:36,-45.77884,170.59075,3,1364.85896125221
"629",629,45514,2020-12-03 17:55:29,-45.77347,170.59769,6,571.415943013596
"630",630,45514,2020-12-03 20:55:34,-45.77345,170.5953,5,53.8645399382188
"631",631,45514,2020-12-03 23:55:35,-45.77346,170.59658,3,53.8645399382188
"632",632,45514,2020-12-04 02:55:33,-45.77352,170.59665,5,45.9606531034594
"633",633,45514,2020-12-04 05:55:33,-45.77461,170.59795,5,18.0043185980504
"634",634,45514,2020-12-04 11:55:33,-45.77356,170.59679,3,24.9137667204038
"635",635,45514,2020-12-04 14:55:30,-45.77305,170.5967,4,254.075421411306
"636",636,45514,2020-12-04 17:55:26,-45.77274,170.59755,8,686.799121325056
"637",637,45514,2020-12-04 20:55:30,-45.7679,170.59631,4,686.799121325056
"638",638,45514,2020-12-04 23:55:27,-45.77282,170.59877,7,257.23361156519
"639",639,45514,2020-12-05 03:55:30,-45.77357,170.59618,3,25.6371063571983
"640",640,45514,2020-12-05 05:55:29,-45.77355,170.59715,5,25.6371063571983
"641",641,45514,2020-12-05 08:55:24,-45.77261,170.59803,7,25.6371063571983
"642",642,45514,2020-12-05 11:55:28,-45.77286,170.59761,6,183.459828178877
"643",643,45514,2020-12-05 14:55:31,-45.77284,170.59784,3,539.190828905289
"644",644,45514,2020-12-05 17:55:21,-45.7731,170.59066,6,539.190828905289
"645",645,45514,2020-12-05 20:55:24,-45.77347,170.59657,6,186.798228704035
"646",646,45514,2020-12-05 23:55:25,-45.77354,170.59659,5,84.7125365004955
"647",647,45514,2020-12-06 02:55:27,-45.77341,170.59656,3,219.175028159425
"648",648,45514,2020-12-06 03:55:26,-45.77344,170.59651,3,262.372061666742
"649",649,45514,2020-12-06 08:55:25,-45.77537,170.60375,4,238.418462919515
"650",650,45514,2020-12-06 11:55:25,-45.77515,170.60407,4,225.10379434175
"651",651,45514,2020-12-06 14:55:18,-45.77272,170.59767,7,257.925475362009
"652",652,45514,2020-12-06 17:55:20,-45.77294,170.596,6,235.875691575122
"653",653,45514,2020-12-06 20:55:19,-45.77423,170.5982,6,120.022132377001
"654",654,45514,2020-12-06 23:55:23,-45.77359,170.59668,4,90.3959143973831
"655",655,45514,2020-12-07 05:55:22,-45.77373,170.59597,6,70.9917162147238
"656",656,45514,2020-12-07 08:55:15,-45.77237,170.59734,7,36.3432135266513
"657",657,45514,2020-12-07 11:55:16,-45.77232,170.59727,7,33.7192512761689
"658",658,45514,2020-12-07 14:55:14,-45.77236,170.59733,6,64.8726319882397
"659",659,45514,2020-12-07 20:55:15,-45.77458,170.59737,7,60.3834686401181
"660",660,45514,2020-12-08 02:55:18,-45.77366,170.59661,6,49.6780665821838
"661",661,45514,2020-12-08 03:55:19,-45.77343,170.59639,5,157.930214315411
"662",662,45514,2020-12-08 05:55:12,-45.77345,170.60057,7,154.978576181102
"663",663,45514,2020-12-08 14:55:17,-45.77429,170.59807,5,269.95177462672
"664",664,45514,2020-12-08 17:55:16,-45.77344,170.59881,5,257.670697546016
"665",665,45514,2020-12-08 20:55:10,-45.77259,170.59977,7,290.241420270905
"666",666,45514,2020-12-09 05:55:15,-45.77515,170.60331,4,384.800975998242
"667",667,45514,2020-12-09 08:55:14,-45.77213,170.59791,6,389.317336499949
"668",668,45514,2020-12-09 11:55:14,-45.77262,170.59959,4,454.061297770362
"669",669,45514,2020-12-09 14:55:13,-45.77186,170.59783,6,369.202705746279
"670",670,45514,2020-12-09 17:55:08,-45.77283,170.5944,6,288.197003317688
"671",671,45514,2020-12-09 20:55:13,-45.77216,170.59878,6,349.053923437002
"672",672,45514,2020-12-10 05:55:09,-45.77384,170.59457,7,386.896053153955
"673",673,45514,2020-12-10 08:55:04,-45.77199,170.59784,8,148.575343913848
"674",674,45514,2020-12-10 11:55:10,-45.772,170.59795,3,30.7251453051203
"675",675,45514,2020-12-10 14:55:09,-45.77193,170.59781,6,32.3804281845596
"676",676,45514,2020-12-10 17:55:04,-45.77161,170.59663,7,24.5262136259292
"677",677,45514,2020-12-10 20:55:02,-45.77263,170.59529,6,29.1528208167905
"678",678,45514,2020-12-10 23:55:08,-45.77344,170.59639,6,39.7138310061405
"679",679,45514,2020-12-11 02:55:06,-45.77343,170.59879,5,186.307623671676
"680",680,45514,2020-12-11 05:55:07,-45.77235,170.59817,6,351.617666431784
